"Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","Cloud5pm","RainTomorrow"
"CoffsHarbour",15.5,26.6,0,"NE",NA,"No",NA,1,1020.2,NA,"NE",0.2,"No"
"Williamtown",13.5,31.9,0,"ESE",28,"No",72,3,1020.9,"NW","ESE",0.6,"No"
"Mildura",4.1,16.6,0.2,"ENE",22,"No",91,NA,NA,"ENE","SE",NA,"No"
"Melbourne",16.2,25.9,14.8,"S",37,NA,59,7,1014,"NNE","SSE",1.4,"No"
"Mildura",8.1,11.5,0.2,"W",NA,NA,90,7,1009.9,"SSE","WSW",1.4,"Yes"
"SydneyAirport",NA,19.5,1.2,"S",54,"Yes",NA,8,1012,"SSW","S",1.6,"Yes"
"MelbourneAirport",NA,23.9,0,"N",NA,"No",85,7,1029.9,"WNW","N",1.4,"No"
"Melbourne",3.8,NA,0,"N",41,NA,67,1,1024.8,"N","NW",0.2,"No"
"Moree",16.4,19.5,0,"NE",31,"No",76,7,1015.8,NA,NA,1.4,"No"
"Woomera",15.2,34.2,0,NA,37,"No",38,1,1016.1,"E",NA,0.2,"No"
"Watsonia",14.5,26.6,0,NA,39,"No",NA,2,NA,"N","N",0.4,"No"
"MelbourneAirport",17.7,26.4,0,"S",24,"No",76,NA,1013.1,"WSW","SE",NA,"No"
"Woomera",3.6,16.1,0.8,"SW",28,"No",94,1,1025.3,"WSW","SSW",0.2,"No"
NA,4.3,23.2,0,"ESE",54,"No",24,0,1026.5,"ESE","ESE",0,"No"
"Darwin",NA,35.7,0,"E",41,"No",65,1,1013.1,"E","E",0.2,"No"
"Melbourne",16.6,30.5,0,"SSW",26,"No",58,0,1021.3,"NNE","SSW",0,"No"
"Ballarat",NA,32.1,0,"NW",98,"No",33,8,1006.3,"N","NNW",1.6,"Yes"
"Darwin",25.1,34.9,0,"N",35,NA,55,1,1012.8,"NE",NA,0.2,"Yes"
NA,20.8,37.1,0,"ENE",31,"No",25,6,1009.9,"E","SW",1.2,"No"
"Portland",0.8,12.2,6.8,"SSW",52,NA,87,8,NA,"SSW","SSW",1.6,"Yes"
"Nuriootpa",18.1,NA,0,"NNE",31,"No",45,3,1014.8,"NE","NNE",0.6,"No"
"Mildura",8.9,NA,9,"SW",43,"Yes",93,7,1007.6,"SE","SW",1.4,"Yes"
"Nuriootpa",5.1,15.9,0.1,"NE",31,NA,71,7,1023.4,NA,NA,1.4,"No"
"Watsonia",2.6,13.7,4.2,"SW",54,"Yes",94,7,NA,NA,"WSW",1.4,"Yes"
"Brisbane",19.9,35.5,0,"WNW",30,"No",51,2,1004.4,"NW","NNE",0.4,"No"
"Moree",8.8,21.2,0.4,"SE",26,"No",61,NA,1025.3,"ESE","SSE",NA,"No"
"Canberra",14,26.2,0,"ENE",43,"No",75,5,NA,"ESE","NE",1,"No"
"Townsville",24.3,27.8,95.2,"ESE",37,"Yes",94,8,1007.2,"ESE","ESE",1.6,"Yes"
"Ballarat",4.6,NA,3.2,"SW",NA,NA,99,NA,1020.8,"WSW","SSW",NA,"No"
"Cobar",8.5,23.8,0,"SW",39,"No",57,NA,1023.5,"SSW","SW",NA,"No"
"NorfolkIsland",18.8,23.7,0.8,"ENE",46,"No",69,7,1021.6,"ENE","E",1.4,"No"
"Melbourne",NA,18.7,0,"SE",41,"No",74,4,1018.5,"SSE","S",0.8,"No"
"Cobar",21.8,38.1,5,"NW",69,"Yes",29,4,1011,"N","NNW",0.8,"Yes"
NA,20.6,28.4,0.8,"E",28,"No",NA,NA,NA,"WNW","E",NA,"No"
"NorfolkIsland",20.3,23.3,1.4,"SSE",NA,"Yes",73,NA,1015.1,"SSE","SE",NA,"No"
"Townsville",26.4,32.5,0,"NNE",37,"No",62,3,NA,"NNE","NNE",0.6,"No"
"Richmond",22.1,31.9,NA,"S",31,"No",80,5,NA,"SSE","SE",1,"No"
"Mildura",15.2,30.4,0,"NW",43,"No",48,5,1017.7,"N",NA,1,"Yes"
"PearceRAAF",11.5,26.7,0,"WSW",43,"No",46,1,1016.6,"SSE","SW",0.2,"No"
NA,18.3,30.3,0,"SSE",30,"No",58,2,1015.3,NA,"WSW",0.4,"No"
"Portland",8.5,11.9,6.8,"WSW",74,"Yes",94,NA,997,NA,NA,NA,"Yes"
"AliceSprings",25,NA,0,NA,39,"No",49,7,1008.1,"N","NNE",1.4,"No"
"NorfolkIsland",16.4,21.2,3.6,"NNE",50,"Yes",90,NA,1018.1,"NNE",NA,NA,"Yes"
"Hobart",8.4,18.9,1.4,"NNW",57,"Yes",53,7,1010.1,NA,"NW",1.4,"No"
"Moree",12.1,21.8,0,"E",31,"No",63,7,NA,"E","E",1.4,"No"
"Portland",6.8,20.6,0,NA,50,"No",58,5,1017.6,"SSE","S",1,"No"
"Brisbane",9.6,23.7,0,"ENE",20,"No",53,1,1024.1,"WSW",NA,0.2,"No"
"Perth",17.5,22.7,0,"WSW",43,"No",61,NA,1011.6,"WSW","SW",NA,"No"
"Katherine",19,37.5,NA,"ESE",43,"No",70,NA,1013.7,"W","ESE",NA,"No"
"Hobart",9.7,24.1,0,"SE",33,NA,NA,3,NA,"NNW","ESE",0.6,"No"
"Hobart",7.3,17,NA,"WNW",63,"No",60,7,999.9,"NW","WNW",1.4,"Yes"
"WaggaWagga",11.4,25.7,0,"W",44,"No",58,1,1017.6,"W","WSW",0.2,"No"
"Sydney",8.4,20.5,0,"W",NA,"No",50,1,1022.9,NA,NA,0.2,"No"
"Hobart",NA,NA,0,NA,30,"No",61,1,1020.3,"NNE","NNW",0.2,"No"
"Bendigo",10.1,16.6,0.2,"W",NA,"No",92,8,1012.5,NA,NA,1.6,"No"
"AliceSprings",17.7,36.5,0,"ESE",56,"No",5,2,NA,"ESE",NA,0.4,"No"
"Katherine",21.9,36.4,0,NA,50,"No",62,NA,1012.8,"ENE","E",NA,"No"
"PerthAirport",NA,22,NA,"NW",31,"No",NA,1,1013,"NE","NW",0.2,"Yes"
"Woomera",12.1,27.3,0,"S",44,"No",48,0,1021.8,"SSE","SSE",0,"No"
"Uluru",30.2,39.5,0,"W",44,"No",26,7,NA,NA,"W",1.4,"Yes"
"Wollongong",12.5,18.5,0,"SSE",52,"No",72,1,1021.3,NA,"SE",0.2,"No"
NA,17.2,33.8,0,"E",59,"No",44,0,1009.1,"SE","WSW",0,"No"
"Cobar",21.7,NA,0,"ESE",31,"No",40,7,1023.2,"SSE","E",1.4,"No"
"Brisbane",18.6,25.6,0,"WSW",19,"No",57,7,1017.1,"WSW","SE",1.4,"No"
NA,13.1,23.7,0,"SE",46,"No",67,2,1017.5,"NNW","SSE",0.4,"No"
"Darwin",25.9,35.1,0,"NNE",39,NA,67,NA,1011.3,"ENE","NNE",NA,"No"
"PerthAirport",NA,18.9,0,"W",33,"No",60,1,1023.6,"N","WSW",0.2,"No"
"Townsville",14.8,NA,0,"ENE",33,"No",73,1,1020.2,"SE",NA,0.2,"No"
"Portland",6.1,NA,2,"SE",41,"Yes",97,5,NA,"SW","SSW",1,"Yes"
NA,11.8,19,1.4,"S",NA,"Yes",70,2,1031.1,"SW","S",0.4,"Yes"
"SydneyAirport",9.2,18.4,11.8,"SSE",61,"Yes",54,3,1029.1,NA,"SE",0.6,"No"
"Hobart",11.4,17.3,12.8,"SE",43,NA,65,6,1018.2,"SSW",NA,1.2,"No"
"Woomera",21.7,37.6,0,"NW",67,"No",11,2,1010.8,"N","W",0.4,"No"
"Brisbane",19.5,29.3,0.8,"E",30,NA,63,3,1018.5,NA,"ENE",0.6,"No"
"Darwin",24.1,32.7,4.4,"NNE",31,"Yes",NA,6,1007.6,"N","NNE",1.2,"No"
"Townsville",21.1,28.7,2.6,"ENE",35,"Yes",73,7,1017.9,"SSE","NE",1.4,"No"
"Cobar",21.9,35.2,0,"WSW",35,"No",56,0,1014.1,"NE","SE",0,"No"
"Canberra",-2.6,11.1,0.2,"N",20,"No",87,1,1027.1,"E","NNW",0.2,"No"
"Katherine",NA,31.2,0,"SE",46,"No",55,NA,1015.5,"E","E",NA,"No"
"Moree",12.9,22,12.8,"SW",31,"Yes",92,8,1016.1,"NW","WSW",1.6,"No"
NA,6.7,16.6,0,"NNW",NA,"No",76,NA,1028.2,"N","NW",NA,"No"
"SydneyAirport",7.1,18.1,0,"SSW",35,"No",54,1,NA,"WNW","S",0.2,"No"
"WaggaWagga",-0.5,15.2,0,NA,24,"No",80,0,1028.5,"E","SSE",0,"No"
"Watsonia",8.7,17.9,0,"S",24,"No",78,7,1022.9,"SSW","NW",1.4,"No"
"MelbourneAirport",8.9,18.3,NA,"S",37,"No",83,7,1020.5,"SSW","S",1.4,"No"
"Wollongong",10.4,16.3,0,"SSW",65,"No",47,2,NA,"SW","S",0.4,"No"
"SydneyAirport",21.3,26.1,NA,"SE",31,"No",66,8,1010.8,"E",NA,1.6,"No"
"Watsonia",12.3,NA,0.4,"S",30,NA,75,8,1015.4,"WSW","S",1.6,"No"
"MountGambier",8.3,14.6,1.8,"W",NA,"Yes",NA,7,1018.4,NA,"W",1.4,"No"
NA,18.5,25.6,2,"ESE",31,"Yes",78,5,1018.2,"WNW","SE",1,"No"
"Canberra",4.7,15.9,0,NA,30,"No",76,NA,1027.8,"SE",NA,NA,"No"
"MelbourneAirport",8.7,15.2,0.6,"WSW",61,NA,68,7,1016.9,"W","WSW",1.4,"No"
"Perth",14.2,30,0,"SW",44,"No",45,NA,1014,"ESE","SSW",NA,"No"
"Darwin",23.3,32.4,0,"WNW",33,"No",62,1,NA,"WNW","WNW",0.2,"No"
"Cobar",19.4,32.1,0,"E",35,"No",60,NA,1021.7,"ENE","NE",NA,"No"
"Sale",7,10.6,2.2,"SW",54,"Yes",84,3,1019.6,NA,"W",0.6,"Yes"
"Wollongong",12.6,16,1.8,"SSW",48,"Yes",73,8,1014.2,"WSW","SW",1.6,"Yes"
NA,NA,NA,0,"NE",30,"No",NA,6,1013.7,"WSW","NE",1.2,"No"
"CoffsHarbour",15,25,0,"SE",19,"No",75,7,1026,"W","E",1.4,"Yes"
"Cairns",23.3,26.8,27.2,"SSE",35,"Yes",89,NA,1013.6,"SSE","SSE",NA,"Yes"
"Melbourne",5.3,13.5,0.6,"WSW",52,"No",64,NA,1016,"W","WSW",NA,"No"
"PerthAirport",15,20.7,0.2,"W",30,NA,76,7,1010.9,"NE","NNW",1.4,"Yes"
"Woomera",5.9,25.2,0,"N",57,NA,39,0,1023.2,"N",NA,0,"No"
"WaggaWagga",NA,11.1,1,"WSW",22,"No",87,7,1021.7,"NNW","W",1.4,"No"
"Mildura",17.6,NA,0,"N",41,"No",81,NA,1015.3,"N","NNE",NA,"Yes"
NA,NA,NA,0,"ENE",26,"No",65,2,1013.1,"NNW","NNE",0.4,"No"
"Melbourne",8.6,18.3,0,"NNE",61,NA,66,2,1026.1,"N","N",0.4,"No"
"Bendigo",8.4,16.4,1.4,"WSW",NA,NA,99,8,1015.1,"WNW","WNW",1.6,"No"
NA,6.9,25,0,"N",31,NA,NA,1,1021.6,"E",NA,0.2,"No"
"SydneyAirport",6.6,17,2.2,"W",67,"Yes",44,2,1010.8,"W","W",0.4,"No"
"Perth",4.7,20.2,0,"W",37,NA,77,NA,1016.4,"NNE","SW",NA,"Yes"
"Darwin",24.2,NA,14.2,"N",43,"Yes",NA,7,1009.1,NA,"ENE",1.4,"Yes"
NA,10,22.3,0,"SE",NA,NA,58,1,1020.5,"ESE","E",0.2,"No"
NA,16.2,34.4,0,"NE",28,"No",35,1,1015.9,"NE","N",0.2,"No"
"Townsville",25.9,31.7,0.6,NA,37,"No",72,2,1012.4,"E","ENE",0.4,"Yes"
"Melbourne",14,21,0.4,"SSE",30,"No",80,8,1011.4,NA,"SW",1.6,"Yes"
"Townsville",NA,29.8,0,NA,44,"No",61,8,1019.6,"SSE","ENE",1.6,"No"
"Williamtown",15.7,26.1,43,"E",39,"Yes",85,7,NA,NA,"NE",1.4,"No"
"MelbourneAirport",NA,27.7,NA,"N",44,"No",44,7,1015.1,"N","SSW",1.4,"No"
"Watsonia",8.5,25.9,0,"SSW",39,NA,NA,5,NA,NA,"SSW",1,"No"
"Cobar",19.2,21.9,1,"NE",43,"No",NA,8,NA,"ESE",NA,1.6,"Yes"
"MelbourneAirport",16.6,30.2,0,"N",76,"No",30,7,1005.3,"N","N",1.4,"Yes"
"Cobar",24.7,NA,0,"WSW",NA,"No",50,1,1010.2,"NE","ESE",0.2,"No"
"Perth",17.9,33.8,0,"SW",30,"No",73,1,1013.2,"ENE","WSW",0.2,"No"
NA,7,15.5,11,NA,37,"Yes",100,7,1023,"SSE","SSE",1.4,"No"
"Hobart",16.3,35.3,0,"NNW",74,NA,NA,6,1009.3,"NNW","NNW",1.2,"No"
"Bendigo",NA,14.1,0.2,"NNW",44,"No",93,8,1014,"NW","NW",1.6,"No"
"Watsonia",14.9,NA,0,"N",28,"No",51,8,1020.2,"NNE","NW",1.6,"Yes"
"Woomera",17.4,34.3,0,"SE",37,"No",NA,0,1016.2,"SE","ENE",0,"No"
"Melbourne",11.5,19.5,0,NA,41,"No",NA,7,1007.6,NA,"S",1.4,"Yes"
"Richmond",13.5,28.8,NA,"NNE",22,NA,NA,7,1023.2,NA,"NE",1.4,"No"
"Sydney",20.4,27.1,0,"S",31,"No",67,7,1018.5,NA,"ESE",1.4,"No"
"Cairns",18.4,26.7,0,"ENE",30,"No",NA,NA,1016.7,"SSE","E",NA,"No"
"CoffsHarbour",5.1,19.1,0,NA,24,"No",71,NA,1027.3,"W",NA,NA,"No"
"Brisbane",17.4,27.7,0,"ENE",31,"No",52,NA,1020.3,"NE","NE",NA,"No"
"MountGambier",13.2,18.8,6,"W",59,NA,60,7,1006.2,NA,NA,1.4,"No"
"Melbourne",10.7,20.6,0,"SSW",43,"No",50,3,1025.6,"SSE","S",0.6,"No"
"Cairns",24,30.6,28.2,"SE",48,"Yes",84,NA,1013.9,"SSE","SE",NA,"Yes"
"MelbourneAirport",9.9,21,0,NA,33,"No",63,NA,1023.4,NA,"SW",NA,"No"
"MelbourneAirport",6.6,20.8,0,"SSE",28,"No",79,7,1022.8,"W","SE",1.4,"No"
"Wollongong",18.2,20.5,0.8,"NNW",30,"No",79,8,1010.7,"N","WSW",1.6,"Yes"
"Darwin",NA,34,0,"W",39,"No",76,7,NA,"SSE","W",1.4,"No"
"Albury",10,NA,14.4,NA,35,"Yes",90,8,1000.1,"W","WSW",1.6,"Yes"
NA,11.2,28.3,0,"SE",52,NA,61,2,1012.1,"SE","SW",0.4,"No"
"Nuriootpa",6.4,20.2,0,"WNW",41,"No",68,4,1024.3,"N","NNW",0.8,"Yes"
"Williamtown",10.6,23.3,0,"ENE",43,"No",60,2,1022.4,"ENE","ENE",0.4,"No"
"Wollongong",9.8,16.4,7.2,NA,63,"Yes",73,8,1030.6,"SSW","S",1.6,"Yes"
"Bendigo",17.6,29.3,5.8,"NE",46,NA,83,7,1020.4,NA,"NNE",1.4,"Yes"
"Portland",7.3,12.8,7.8,"NW",81,"Yes",82,8,1010.9,"NNW","NNW",1.6,"Yes"
NA,6.1,20.2,0,"S",20,"No",100,1,1030,"ENE","S",0.2,"No"
"Perth",12.5,NA,3.4,"SSW",56,"Yes",54,1,1014.9,"WSW","WSW",0.2,"No"
"Moree",9.1,22.3,8,"E",22,"Yes",74,1,1020.7,"NE","SW",0.2,"No"
"Watsonia",4.5,15.4,0,"NNW",39,"No",NA,6,1015.6,"NNE","N",1.2,"No"
"Mildura",NA,27.8,0,NA,30,"No",NA,NA,1013.4,"SSW","SSW",NA,"No"
"Ballarat",11.9,28.2,0,"S",35,"No",98,8,1015.5,"SE","S",1.6,"No"
"Darwin",23,29.6,NA,"ESE",50,"Yes",74,3,1013,"ESE","ESE",0.6,"No"
NA,13.1,24.5,0,"WSW",35,"No",NA,6,1016.3,"NNW","WSW",1.2,"No"
"Brisbane",19.9,29.5,0,"SE",35,"No",NA,NA,1014,NA,"ESE",NA,"No"
"Melbourne",11.4,17.1,0.2,"WNW",35,NA,53,7,1016.7,"NW","WSW",1.4,"No"
"Brisbane",19.5,27.6,NA,"NE",30,"No",NA,3,1013,"E","NE",0.6,"No"
"Watsonia",10.6,13.5,0,NA,69,"No",78,7,1024.7,"NNE",NA,1.4,"No"
"PerthAirport",10.5,NA,3.2,"NNE",31,"Yes",86,1,1021.3,"NNE","NNE",0.2,"No"
"Darwin",NA,NA,0,"SE",46,"No",13,2,1018.4,"SE",NA,0.4,"No"
"SydneyAirport",19,27.1,5,"SW",52,"Yes",67,5,1005.5,"WNW","WSW",1,"Yes"
NA,13.2,36.7,0,"WNW",41,"No",57,NA,1008.3,"SE","W",NA,"No"
"Williamtown",13.8,21.1,22.4,"S",50,"Yes",95,8,NA,NA,"S",1.6,"Yes"
"Darwin",25.4,33.4,NA,"WNW",35,"No",NA,3,NA,"SW","WNW",0.6,"No"
"Darwin",25.2,34.5,0,"ESE",37,"No",70,7,1008.5,"SE","ESE",1.4,"No"
"Katherine",20.4,27.9,0,"SE",50,"No",42,2,1016.5,"SE","SE",0.4,"No"
"Cobar",1.9,12.8,0,"NE",26,"No",73,NA,1025.4,"E","NNW",NA,"No"
"PerthAirport",13,26,0,"SW",46,"No",54,1,1014.7,"NW","SW",0.2,"No"
"Williamtown",NA,25.9,0,"SE",35,"No",73,7,1023.9,"SE","ESE",1.4,"No"
"Katherine",8.7,29.6,0,"ESE",35,NA,57,0,1018.5,NA,"SE",0,"No"
"Portland",6.9,16.6,3.2,"S",35,NA,81,6,1020.6,NA,"SSW",1.2,"No"
NA,3.3,16.2,0.2,NA,19,"No",93,6,1024,"E","WSW",1.2,"No"
"Perth",15.6,29.5,0,"NE",30,"No",45,6,1021.3,"ENE","NNE",1.2,"No"
"SydneyAirport",20,28.2,0,"NE",54,"No",63,1,1018.1,NA,"NE",0.2,"No"
"Mildura",20,43.7,0,"N",39,NA,NA,0,1010.7,"NNE","NNW",0,"No"
"SydneyAirport",12.9,19.4,0,"SE",41,"No",43,1,1015.8,"S","SSE",0.2,"No"
"Cobar",8.1,20.9,0,"SW",39,"No",NA,1,NA,NA,"SW",0.2,"No"
"Hobart",10.4,17.7,0.4,"WNW",98,"No",66,6,988.1,NA,"NW",1.2,"Yes"
"Portland",NA,16.1,0,"W",28,"No",NA,6,1023.8,NA,"WNW",1.2,"Yes"
"Canberra",7.9,19.7,0,"ESE",48,"No",58,3,1027.3,"SSE","ENE",0.6,"No"
"Sale",1.8,17.8,0.2,"E",26,NA,94,2,1030.9,"WNW",NA,0.4,"No"
"Hobart",1.7,10.8,1,"N",33,"No",70,1,1018.7,"NNW","N",0.2,"Yes"
"Moree",20.7,33.4,NA,"ENE",44,NA,54,1,NA,"E","NE",0.2,"No"
NA,20.5,28,11.2,"NE",43,"Yes",100,7,1004.2,"NE","NE",1.4,"No"
"Townsville",26.3,33,NA,"ENE",39,"No",75,4,1010.2,"NW","ENE",0.8,"No"
"Sydney",7.3,16.9,0,"W",43,"No",92,4,1022.6,"W","WNW",0.8,"No"
"Mildura",15.8,34.6,0,NA,39,"No",34,1,NA,"ESE","SE",0.2,"No"
"CoffsHarbour",13.6,19.2,8,"ENE",56,"Yes",88,8,NA,NA,"NE",1.6,"Yes"
"Perth",16.6,25.6,0,"WSW",30,"No",62,6,1016.7,"SSW","SSW",1.2,"No"
"PearceRAAF",5,21.7,NA,"ENE",33,"No",58,0,NA,NA,NA,0,"No"
NA,10.3,NA,0.8,"N",56,"No",87,3,1017,"NNW","ENE",0.6,"Yes"
"AliceSprings",7.9,21.7,0,"S",37,"No",72,3,NA,"WSW","SSW",0.6,"No"
"Canberra",7.6,17.9,2.8,NA,54,"Yes",65,6,1020.1,"S","SSE",1.2,"No"
"Cobar",16.2,NA,NA,"NE",48,"No",NA,7,1018.4,"NNE","NE",1.4,"Yes"
"CoffsHarbour",20,26.8,5.6,"E",33,"Yes",77,5,1011.1,NA,"S",1,"Yes"
"Sydney",13.8,21.5,0.2,"ESE",37,"No",52,3,1025.4,"WNW","ESE",0.6,"No"
"Mildura",17.9,37.9,0,"S",48,"No",26,7,1010.3,"SSE","SSW",1.4,"No"
"Perth",NA,22.6,0,"NE",37,"No",55,NA,1024.8,"ENE","E",NA,"No"
NA,15.7,28,0,"E",22,"No",65,6,1017.8,"NE","NE",1.2,"No"
NA,17.5,NA,14.4,"SE",NA,"Yes",71,7,NA,"ESE","SSE",1.4,"No"
"Uluru",NA,30.3,0,"E",31,"No",NA,7,NA,"E","WNW",1.4,"No"
"Sale",13.6,24.6,0,NA,39,"No",87,7,NA,"SSW","SE",1.4,"No"
"Melbourne",NA,17.4,NA,NA,NA,"No",66,7,1020.3,"SW","SSE",1.4,"No"
"Hobart",10.1,29.6,NA,"NW",69,"No",60,4,1014.4,"NNW","NNW",0.8,"No"
"MountGambier",NA,16,2.2,"SSW",33,"Yes",90,8,1023.1,"NW","SSW",1.6,"No"
NA,20.7,30.7,NA,"NE",57,NA,68,2,1018.9,"NNE","NE",0.4,"No"
"PerthAirport",11.1,23.5,0,NA,NA,"No",88,6,1018.1,"N",NA,1.2,"Yes"
"Ballarat",4.8,16.5,0,"ESE",26,"No",91,7,1024,"ESE",NA,1.4,"Yes"
"MelbourneAirport",6.4,12.8,2.6,"S",37,"Yes",87,5,1026.3,"SW","S",1,"Yes"
"MelbourneAirport",6.3,NA,0,"NNE",31,"No",NA,7,1031.5,"N","NNE",1.4,"No"
"AliceSprings",2.7,NA,0,"E",33,"No",48,3,1027.4,"E","E",0.6,"No"
"MelbourneAirport",4.2,17.4,0,"N",26,"No",NA,3,1021.5,"N","SSE",0.6,"No"
"PerthAirport",10.3,24.7,0,"ENE",50,"No",48,0,NA,"ENE","SE",0,"No"
"Townsville",11.2,26.2,0,"ENE",46,"No",54,1,1021.7,"S","ENE",0.2,"No"
"Portland",14.2,18.1,0.2,"WNW",31,"No",90,NA,1017.5,"NW",NA,NA,"Yes"
"Ballarat",11.6,26.1,0,"SE",52,"No",72,3,1011.4,"ESE","SE",0.6,"No"
"MountGambier",9,25.7,0,"WSW",43,"No",72,2,1011.4,"NNW","W",0.4,"No"
"Katherine",25.2,35.4,0,"NE",35,"No",69,5,1010.6,"NNE",NA,1,"No"
"Cobar",9.8,20.7,0,"N",54,NA,65,7,1012.9,"NNE","N",1.4,"No"
"Mildura",2.6,19.9,0,NA,20,"No",75,1,1034.9,NA,"SE",0.2,"No"
"Watsonia",13.9,30.6,0,"N",35,"No",98,6,1019.7,"ENE","N",1.2,"No"
NA,NA,26,0,"ENE",NA,"No",52,5,1014.2,"WNW","ENE",1,"No"
"WaggaWagga",6,11.1,3,NA,39,"Yes",89,8,1021.2,"W","W",1.6,"No"
"Darwin",24.1,32.3,0,"ESE",39,"No",63,3,1013.9,"E","E",0.6,"No"
"Darwin",25.8,31.1,0,NA,NA,"No",85,4,1009,"S","W",0.8,"Yes"
"Perth",16.7,28.5,0,NA,37,"No",54,2,NA,"NNE",NA,0.4,"No"
"Ballarat",19.4,27.3,0,"ESE",41,"No",74,8,1016,"NNE","NNE",1.6,"Yes"
"Ballarat",NA,16.5,0.2,"WNW",43,"No",87,8,1015.8,"W","W",1.6,"No"
NA,6.4,21.7,49.8,"NW",74,NA,68,5,1014.2,"N","NNW",1,"Yes"
"Portland",10.6,15.9,1,NA,30,"No",88,8,1031.5,"SSW","S",1.6,"Yes"
"PearceRAAF",5,20.9,0,NA,NA,"No",39,0,1024,"NNE","N",0,"No"
"Canberra",NA,15.8,0,NA,33,"No",78,8,1037.7,"SSE","E",1.6,"No"
NA,10.6,20.3,NA,"SE",46,"No",44,1,1033.3,"SE","SE",0.2,"No"
"Cairns",24.5,33,2.8,"SSE",30,"Yes",72,1,1008.9,"S","ENE",0.2,"No"
NA,4.4,15.4,NA,"SW",19,"Yes",100,6,1030.9,"ESE","SSW",1.2,"No"
"Portland",9.9,14.6,3.2,"W",78,"Yes",80,7,994.9,NA,NA,1.4,"Yes"
"Perth",2.7,16,0,"SW",30,"No",67,1,1026.2,"E","SSW",0.2,"No"
"Watsonia",NA,NA,0,"NNW",24,"No",71,1,1015.6,"SW",NA,0.2,"No"
"Sale",3.1,20.8,0.2,"W",39,"No",70,4,NA,"W","ESE",0.8,"No"
"Darwin",18.7,30.6,0,"E",35,"No",NA,1,NA,"ESE","NW",0.2,"No"
"Albury",14.8,24.6,0,"ENE",26,"No",61,4,NA,"S","ESE",0.8,"Yes"
NA,23.5,36.1,12.4,"SSW",59,"Yes",57,2,1005.1,"WSW","ENE",0.4,"No"
"Cobar",2.3,NA,0,"S",20,"No",NA,NA,1029.9,NA,"SE",NA,"No"
"Nuriootpa",12.1,NA,0,"NNE",28,"No",57,7,1019.6,NA,"NNW",1.4,"Yes"
"Sale",9.8,17.3,0,"NNW",48,"No",NA,8,989.3,"ENE","NW",1.6,"No"
"WaggaWagga",10.9,30.4,0,"W",43,"No",44,2,1015.4,"ENE","WSW",0.4,"No"
"WaggaWagga",16.8,25.6,0,NA,33,NA,76,7,1010.7,"NNW","WNW",1.4,"No"
"Canberra",3.4,15.5,0,"ENE",26,"No",NA,7,1028.1,"SE","WSW",1.4,"No"
"Nuriootpa",19.1,36.7,0,"WNW",69,"No",31,6,1015.7,"N","NW",1.2,"No"
"PerthAirport",9.1,NA,NA,"SW",65,"Yes",49,6,1016.6,"SW","SW",1.2,"No"
NA,7.8,18,1.4,NA,56,"Yes",65,8,1010.4,"N",NA,1.6,"No"
"Canberra",8.3,29.5,0,NA,41,"No",54,0,1017,"NNW","NW",0,"No"
"Melbourne",NA,16.8,0,"WSW",44,"No",NA,7,1011.4,"WSW","WSW",1.4,"No"
"Darwin",25.6,34,0,"N",39,"No",60,4,1015.7,NA,"N",0.8,"No"
"Cairns",25.1,32.1,0,"SSE",39,"No",63,5,1004.9,"W","N",1,"No"
"Katherine",25.5,37.5,0,"S",33,"No",61,5,1008.2,"W","ESE",1,"No"
"Cairns",16.8,27.8,0,"ENE",31,"No",64,NA,1017.8,"SE","NE",NA,"No"
"CoffsHarbour",19.7,27.9,0,"NE",22,"No",76,6,1016.9,"NNW","ENE",1.2,"No"
"Darwin",22.2,34.5,0,"S",30,"No",75,5,1009.7,"S","SSW",1,"No"
"Portland",11.2,NA,NA,"WSW",NA,NA,84,7,1011,"SW","W",1.4,"No"
"Moree",18.3,29.6,7.8,"ESE",61,"Yes",85,NA,1015.6,"ESE","NE",NA,"Yes"
NA,4.6,15.7,0,"WSW",41,"No",99,7,1027.3,"WSW","SW",1.4,"No"
"Watsonia",11.6,26.9,0,"ENE",19,"No",100,7,1028.3,"ENE","ENE",1.4,"No"
"PerthAirport",16.9,29.1,0,"SW",NA,NA,57,7,1013.5,"SSW","W",1.4,"No"
"SydneyAirport",17.7,30.4,0,NA,43,NA,51,NA,1016.3,"WNW","W",NA,"No"
"MelbourneAirport",NA,33.8,0,"SW",56,"No",56,1,1008.3,"NNE","S",0.2,"No"
"Sydney",12.4,25.8,0,"W",NA,"No",67,7,1018.7,"WNW","W",1.4,"No"
"Perth",18.3,31.1,0,"ESE",33,NA,58,1,1017.7,"E",NA,0.2,"No"
"Bendigo",10.9,21.9,0,"S",46,"No",62,NA,1021.2,"S","S",NA,"No"
"Townsville",NA,NA,0,NA,41,"No",56,1,1018.7,"ESE","ENE",0.2,"No"
"Bendigo",4,NA,1.2,"SSW",30,"Yes",87,1,NA,"WSW","W",0.2,"No"
"PearceRAAF",3.8,24,NA,"SW",41,"No",60,4,NA,"SSE","SW",0.8,"No"
"MelbourneAirport",7.8,12,1.8,"SW",69,"Yes",69,3,1004,"NNW","NNW",0.6,"Yes"
"MelbourneAirport",9.9,20.9,0,"N",74,"No",NA,2,1018.8,"N","NNE",0.4,"No"
